locale|en_HK
VILCYDB_AGGRAVATED_ASSAULT|ACCUSED: {origin/capitan/firstname} {origin/capitan/lastname}\nSHIP: {origin/transponder} “{origin/shipname}”\nOFFENSE: Aggwavated A-Assauwt\nJUDGEMENT: Wewegiwd o-of 5-50,000E$
VILCYDB_AGGRAVATED_ASSAULT_WERGILD|{target/capitan/firstname} {target/capitan/lastname}, you w-wewe found guiwty of aggwavated assauwt. Wewegiwd of 50,000E$ was wegistewed.
VILCYDB_AGGRAVATED_ASSAULT_WERGILD_2|{target/capitan/firstname} {target/capitan/lastname}, you wewe found guiwty of aggwavated assauwt. Wewegiwd of 75,000E$ was wegistewed. >w<
VILCYDB_SHIPJACKING|ACCUSED: {origin/capitan/firstname} {origin/capitan/lastname}\nSHIP: {origin/transponder} “{origin/shipname}”\nOFFENSE: Shipjacking\nJUDGEMENT: Wewegiwd of 30,000E$
VILCYDB_SHIPJACKING_WERGILD|{target/capitan/firstname} {target/capitan/lastname}, y-you wewe found guiwty of shipjacking. Wewegiwd of 30,000E$ was w-wegistewed.
VILCYDB_SHIPJACKING_WERGILD_2|{target/capitan/firstname} {target/capitan/lastname}, you wewe found guiwty of shipjacking. Wewegiwd o-of 45,000E$ was wegistewed.
DIALOG_PERSONAL_RANDOM_FIRST|{target/capitan/firstname}?
DIALOG_PERSONAL_RANDOM_LAST|{target/capitan/lastname}? ;;w;;
DIALOG_PERSONAL_FIRST_1|{agenda/firstname}, y-you awe fwying {target/shipname} nyow? {origin/shipname} misses you.
DIALOG_PERSONAL_FIRST_2|Wong time nyo see, {agenda/firstname}!?
DIALOG_PERSONAL_FIRST_3|{agenda/firstname} {agenda/lastname}, as I wive and bweathe.
DIALOG_PERSONAL_FIRST_4|Is that you {agenda/firstname}?
DIALOG_PERSONAL_FIRST_5|{agenda/firstname}!?
DIALOG_PERSONAL_LAST_1|{agenda/lastname}.
DIALOG_PERSONAL_LAST_2|{agenda/firstname} {agenda/lastname}, I hoped I'd n-nyevew have to speak to you again.
DIALOG_PERSONAL_LAST_3|What do you want {agenda/lastname}?
DIALOG_PERSONAL_LAST_4|Did they wet you in on a-anyothew ship {agenda/lastname}?
DIALOG_PERSONAL_LAST_5|I feew s-sowwy fow youw captain, {agenda/lastname}. >w<
DIALOG_PERSONAL_LAST_OUR_1|You stiww owe m-me my wast sawawy.
DIALOG_PERSONAL_LAST_OUR_2|I can see that weactow shiewding is s-stiww missing. uwu
DIALOG_PERSONAL_LAST_OUR_3|{origin/shipname} has seen b-bettew days.
DIALOG_PERSONAL_LAST_OUR_4|{agenda/person/0/firstname/female} stiww fwying with you?
DIALOG_PERSONAL_LAST_OUR_5|Wisten, I’m sowwy fow what happenyed to {agenda/person/0/lastname}.
DIALOG_PERSONAL_LAST_REPLY_1_1|Fow the kind of shit you puwwed off, b-be gwatefuw that I’m nyot suing you.
DIALOG_PERSONAL_LAST_REPLY_1_2|Take it thwough the guiwd.
DIALOG_PERSONAL_LAST_REPLY_1_3|I was pwetty s-suwe I paid you in fuww.
DIALOG_PERSONAL_LAST_REPLY_2_1|Nyow, I wondew w-why that might be {agenda/lastname}. Any ideas?
DIALOG_PERSONAL_LAST_REPLY_2_2|W-We awe stiww wooking fow a competent mechanyic.
DIALOG_PERSONAL_LAST_REPLY_2_3|Get off my back. You awe nyot fwying {origin/shipname} anymowe.
DIALOG_PERSONAL_LAST_REPLY_3_1|It has awso seen wowse days. W-Wike when you w-wewe on boawd.
DIALOG_PERSONAL_LAST_REPLY_3_2|It wiww stiww outpewfowm {target/shipname}.
DIALOG_PERSONAL_LAST_REPLY_3_3|And whose fauwt i-is that {agenda/firstname}?
DIALOG_PERSONAL_LAST_REPLY_4_1|I-It’s {agenda/person/0/firstname/male} nyow, you of aww peopwe shouwd wemembew that.
DIALOG_PERSONAL_LAST_REPLY_4_2|She does, and she stiww doesn’t want to tawk t-to you.
DIALOG_PERSONAL_LAST_REPLY_4_3|Both hew and {agenda/person/0/firstname/male} weft just as you did, {agenda/lastname}.
DIALOG_PERSONAL_LAST_REPLY_5_1|She got ovew it, {agenda/lastname}.
DIALOG_PERSONAL_LAST_REPLY_5_2|Weww, you bettew be, {agenda/firstname}. He has nyot fowgiven you yet.
DIALOG_PERSONAL_LAST_REPLY_5_3|Wet the past stay in the p-past.
DIALOG_PERSONAL_FIRST_OUR_1|Do {agenda/person/1/firstname/female} and {agenda/person/1/firstname/male} stiww fwy with you?
DIALOG_PERSONAL_FIRST_OUR_2|You wook diffewent {origin/capitan/firstname}, nyew h-haiw?
DIALOG_PERSONAL_FIRST_OUR_3|We shouwd catch up, get a dwink.
DIALOG_PERSONAL_FIRST_OUR_4|Do you have contact with {agenda/person/2/firstname/male}? ^w^
DIALOG_PERSONAL_FIRST_OUR_5|How i-is {agenda/person/2/firstname/female}?
DIALOG_PERSONAL_FIRST_REPLY_1_1|They finyawwy got mawwied and got home at Euwopa. Just imaginye them wiving on the suwface.
DIALOG_PERSONAL_FIRST_REPLY_1_2|They finyawwy got mawwied a-and moved t-to Obonto Thwee. I guess it’s h-hawd fow wingas to abandon the wing, wight? owo
DIALOG_PERSONAL_FIRST_REPLY_1_3|T-They suwe do, and t-they miss you. uwu
DIALOG_PERSONAL_FIRST_REPLY_2_1|Nyew eyes. Wadiation finyawwy caught up with me, but these Mitsudayas wowk weww enyough. ;;w;;
DIALOG_PERSONAL_FIRST_REPLY_2_2|You awways wewe the onye to nyotice.
DIALOG_PERSONAL_FIRST_REPLY_2_3|Just age, {agenda/firstname}.
DIALOG_PERSONAL_FIRST_REPLY_3_1|I knyow just the pwace.
DIALOG_PERSONAL_FIRST_REPLY_3_2|I’m nyot dwinking anymowe, {agenda/firstname}. Nyot aftew what happenyed to {agenda/person/2/lastname}.
DIALOG_PERSONAL_FIRST_REPLY_3_3|Suwe, caww me u-up back at the station. ;;w;;
DIALOG_PERSONAL_FIRST_REPLY_4_1|{agenda/person/2/firstname/male} {agenda/person/2/lastname}? Yes, he stiww wowks fow me. I’ww wet him knyow you w-wanted to see him.
DIALOG_PERSONAL_FIRST_REPLY_4_2|{agenda/person/2/firstname/male} {agenda/person/2/lastname}? He weft a few months back.
DIALOG_PERSONAL_FIRST_REPLY_4_3|Sowwy, {agenda/person/2/lastname} doesn’t tawk t-to me - nyot aftew the accident. I occasionyawwy stiww see {agenda/person/2/firstname/female}, I’ww twy to pass a message fow y-you.
DIALOG_PERSONAL_FIRST_REPLY_5_1|It’s {agenda/person/2/firstname/female} {origin/capitan/lastname} nyow, we g-got mawwied wast yeaw.
DIALOG_PERSONAL_FIRST_REPLY_5_2|Stiww wecovewing aftew chiwdbiwth.
DIALOG_PERSONAL_FIRST_REPLY_5_3|She weft with {agenda/person/2/firstname/male} just wast month.
DIALOG_VILCY_I_HAVE_PRISONERS_NO_DROP|Take them to the station. We don't have a pwesence in the wings anymowe.
DIALOG_VILCY_COMBAT_1|H-Hewe we go!? (UwU)
DIALOG_VILCY_COMBAT_2|Don't c-cwoss the beams!?
DIALOG_VILCY_COMBAT_3|Fwank them!?
DIALOG_VILCY_COMBAT_4|Fiwe!? >w<
DIALOG_VILCYDB_WEREGILD_PROPERTY_JUSTIFICATION_1|P-Pwopewty WHAT? That jewk openyed fiwe on ME!? Teww youw winga to check his tawgets!?
DIALOG_VILCYDB_WEREGILD_ASSAULT_JUSTIFICATION_1|Nyo nyo nyo, that was a t-twap. He was hiding in the shadow of a uwanyium moonwet, waying dawk. He wit up when he saw m-me and I openyed f-fiwe befowe he finyished booting up. That guy was definyitewy a piwate.
DIALOG_VILCYDB_WEREGILD_SHIPJACKING_JUSTIFICATION_1|Man, I was just bowwowing it. I mean, I fowgot to ask, but {origin/person/0/firstname/male} was coow with it aftew. He must have fowgotten to dewegistew the wewegiwd.
DIALOG_VILCYDB_WEREGILD_WEAPONS_JUSTIFICATION_1|What? How can you even pwetend to knyow t-that? Wait, wet me guess, that bastawd {origin/person/0/firstname/male} wepowted me. The man has a gwudge against me. My cwaim beacons have b-been disappeawing, too.
DIALOG_VILCYDB_APPEAL_AFTER_YOU_PAY|Contact us a-at ouw E-Encewadus office and appeaw the wewegiwd. Aftew you pay.
DIALOG_VILCYDB_APPEAL_PAID|Awe you sewious? Just t-take it, a-awweady.
DIALOG_VILCYDB_APPEAL_COMBAT|I just got donye expwainying this to you!? I'ww teww you thugs whewe to shove youw wewegiwd!?
DIALOG_VILCYDB_SUSPEND|I'm going to suspend this wewegiwd. Fow nyow. B-But if you'we t-twying to squiwm out of a wegitimate wewegiwd, you'we going to wish you had deawt with me. ;;
DIALOG_VILCYDB_SUSPEND_CONFIRM|Undewstood. I-I'ww cweaw this up.
DIALOG_DERELICT_TOO_DANGEROUS|It's too dangewous to boawd. This piece of junk has t-to be towed.
DIALOG_DERELICT_GO_AND_BRING_IT|Awe you vowunteewing {agenda/firstname}?
DIALOG_DERELICT_GO_SURE|Suwe. Wet's do this. Getting into EVA.
DIALOG_DERELICT_GO_ONBOARD|I'm o-on b-boawd, twying to boot t-this baby up.
DIALOG_DERELICT_GO_SUCCESS|S-She's banged up good, but she'ww make it. Just nyeed a wittwe push a-and switch o-ovew to xenyon. See you at the station!?
DIALOG_DERELICT_GO_FAIL|Nyo wuck, the weactow is busted. T-This thing nyeeds to be towed. Going back.
DIALOG_DERELICT_INJURY_1|Ah, shit!? Captain, I think I bwoke m-my awm hewe. This ship is coming apawt. I nyeed to get to medbay. ^w^
DIALOG_DERELICT_INJURY_2|Awgh, shit!? P-Pipe expwoded hewe. I-I'm... shit!? I'm getting out of hewe!?
DIALOG_DERELICT_GO_I_GUESS|Weww... I guess I am nyow. I'ww get my E-EVA suit.
DIALOG_DERELICT_GO_RECONSIDER|I have a bad feewing about this...
DIALOG_DERELICT_GO_STILL_WORTH_A_LOT|Even d-damaged it's wowth a wot. Wet's do this.
DIALOG_VILCY_NEED_DROP_POINT|I nyeed coowdinyates fow a d-dwop point.
DIALOG_VILCY_HAVE_DROP_POINT|Of couwse {target/shipname}, twansmitting nyow. OwO
DIALOG_VILCY_NO_DROP_POINT|We don't have a pwesence in the wings anymowe.
DIALOG_DERELICT_IMPATIENT_CONTINUE|Captain?
DIALOG_DERELICT_IMPATIENT_ABORT|Wook, see the cwacked weactow shiewding? She won't fwy.
DIALOG_HABITAT_DOCKING_SECURE|Docking cwamps secuwe, stwess nyominyaw, inyitiawizing owe twansfew. Wewcome to {origin/transponder}.
DIALOG_STORAGE_NO_RESPONSE|Inyitiawizing wetuwn pwotocow.
DIALOG_PIRATE_HATE_BRING_IT_ON_1|Bwing it on winga. I-If you can. ^w^
DIALOG_PIRATE_HATE_BRING_IT_ON_2|Death to Ganymede!?
DIALOG_PIRATE_HATE_HOLD_YOUR_FIRE|Howd youw fiwe!? We suwwendew!? UwU
DIALOG_PIRATE_HATE_NOT_FALLING|I’m nyot fawwing fow that.
DIALOG_PIRATE_HATE_MAKE_AMENDS|You p-pissed o-off a wot of peopwe, w-winga. Send youw amends and we'ww considew wetting you go.
DIALOG_PIRATE_HATE_MAKE_SENDING|We don't want a-any twoubwe. Sending monyey youw way.
DIALOG_PIRATE_HATE_LUCKY_GO|C-Considew youwsewf wucky. And get t-the heww out o-of my sky.
DIALOG_PIRATE_HATE_LET_US_GO|Give me a bweak, w-we awe hawdwy making any coin o-out hewe!?
DIALOG_PIRATE_HATE_NOT_GOING|How's that m-my pwobwem? (OwO)
DIALOG_PIRATE_HATE_YOUR_FAULT|You guys stawted it!? (OwO)
DIALOG_PIRATE_HATE_YOUR_FAUT_END|A-And nyow we awe going to finyish it.
AGENDA_EX_PIRATE_CALL_FOR_TRUCE|Howd youw fiwe {target/shipname}!? We caww fow a t-twuce!?
AGENDA_EX_PIRATE_CALL_FOR_TRUCE_YES|Is that you {agenda/firstname}? What the heww awe you doing o-on {target/shipname}? Get the heww out of my sky!? ^w^
AGENDA_EX_PIRATE_CALL_FOR_TRUCE_TALK|{agenda/lastname} dawes t-to caww fow a twuce. Tawk.
DIALOG_PIRATE_HATE_GTFO|Get the heww out of my sky!?
DIALOG_PIRATE_HATE_HAD_ENOUGH|Had enyough awweady?
DIALOG_PIRATE_TRUCE|I suwwendew!? Twuce!? ;;w;;
DIALOG_PIRATE_SURRENDER|Stop youw fiwe, I suwwendew!? owo
DIALOG_PIRATE_CALM_DOWN|Hey cawm down, I’m hewe to tawk!?
DIALOG_PIRATE_CANT_ESCAPE|You can’t e-escape me!?
DIALOG_PIRATE_TRUCE_IGNORED|We’ww just go on ouw way. You won’t see us again.
DIALOG_PIRATE_BEYOND_REDEMPTION|You awe b-beyond w-wedemption, scum.
DIALOG_PIRATE_PAY_20|Send me 20,000E$ and I’ww wet you go.
DIALOG_PIRATE_PAY_50|Send me 50,000E$ and I’ww wet you g-go.
DIALOG_PIRATE_PAID|Okay, wiwing to you, and we’ww just be on ouw way.
DIALOG_PIRATE_NOPAY|Yeah, um, wet me just set this up...
DIALOG_PIRATE_NOPAY_FIGHT|Heww nyo!?
DIALOG_PIRATE_LETTING_YOU_GO|Undewstand that I’m wetting you go. Because I choose to. Spwead the wowd.
DIALOG_PIRATE_TRUCE_QUERY|Twuce then?
DIALOG_RACE_LET_THE_DRONE_GO|Wet the dwonye go. The wace hasn't stawted yet. (OwO)
DIALOG_VILCY_COMBAT_OVER_1|It's ovew. We awe going b-back to wesuppwy.
DIALOG_VILCY_COMBAT_OVER_2|This shouwd b-be enyough. W-We awe going back fow wepaiws.
DIALOG_VILCY_COMBAT_OVER_3|We nyeed wepaiws. Good job, {target/shipname}.
DIALOG_VILCY_COMBAT_OVER_4|You did e-enyough, {target/shipname}.
VILCYDB_CORRUPT|[twanspondew data cowwupt - wookup f-faiwed]
DIALOG_PIRATE_ON_OUR_WAY_1|W-We’ww b-be on o-ouw way, {target/shipname}. Keep to the s-shadows.
DIALOG_PIRATE_TRANSPONDER_DOWN|Youw twanspondew is down.
DIALOG_PIRATE_TRANSPONDER_DOWN_REMOVED|Pwucked it out. It’s onye wesiwient p-piece of tech, passivewy powewed and suwpwisingwy wesistant to tampewing.
DIALOG_PIRATE_TRANSPONDER_DOWN_WHY|But why?
DIALOG_PIRATE_TRANSPONDER_DOWN_WHY_TRACING|It wefwects youw signyatuwe back to whatevew wasew is pointed at it. Cwose wange, owbitaw, makes nyo diffewence. I-If you stiww have it, they knyow whewe you awe.
DIALOG_PIRATE_TRANSPONDER_DOWN_COVER_IT|Can’t you j-just covew it? (UwU)
DIALOG_PIRATE_TRANSPONDER_DOWN_COVER_IT_INSPECTION|They check fow it duwing the pwe-waunch i-inspection. You’d have to E-EVA evewy dive. Ow did you think that was a p-pwotocow fow youw safety? ;;
DIALOG_PIRATE_TRANSPONDER_DOWN_TAKE_OURS|Can you take ouws out?
DIALOG_PIRATE_TRANSPONDER_DOWN_TAKE_OURS_NO_TRADE|Nyot if you e-evew want to seww owe at E-Encewadus Pwime a-again. N-Nyot e-evewy G-Ganymedean has them wemoved, you knyow.
DIALOG_PIRATE_BOUNTY_ON_YOU|I have seen bounties posted on y-you.
DIALOG_PIRATE_BOUNTY_ON_YOU_HUNT|They do w-what they can to hunt us down.
DIALOG_PIRATE_BOUNTY_ON_YOU_HUNT_SEEN|I’ve seen t-the Anyawchy’s piwacy and e-extowtion. A bounty is hawdwy unjustified.
DIALOG_PIRATE_BOUNTY_ON_YOU_HUNT_SEEN_CAUSE|You confuse the cause and effect. I can’t speak f-fow ouw fewwows, but this ship hunts because we awe hunted. They shouwd j-just weave us to ouw businyess, a-and we’d be h-happy to weave them to theiws.
DIALOG_PIRATE_BOUNTY_ON_YOU_JUST_PAY|Why don’t you just pay them off?
DIALOG_PIRATE_BOUNTY_ON_YOU_JUST_SOME_DO|Some of us do. But you nyeed to get to Encewadus somehow, and it’s nyot wike they awe wewcoming us back to t-twade. Getting it fwom the minyews is the onwy way.
DIALOG_PIRATE_YOU_SHOT_ME|I have been shot by youw f-fowks, you knyow.
DIALOG_PIRATE_YOU_SHOT_ME_SORRY|A-Accept my apowogies, {target/shipname}. Some of us beaw a deep gwudge against cowwabowatows. (OwO)
DIALOG_PIRATE_YOUR_STORY|What’s y-youw stowy?
DIALOG_PIRATE_YOUR_STORY_LIVING|Just t-twying to make ouw wiving, w-without the man taking what’s o-ouws - j-just wike we used to o-on Ganymede.
DIALOG_PIRATE_YOUR_STORY_GANYMEDEAN|You awe a Ganymedean?
DIALOG_PIRATE_YOUR_STORY_GANYMEDEAN_YES_1|Aye, that w-we awe, the w-wast wemnyants of the independent cowony.
DIALOG_PIRATE_YOUR_STORY_GANYMEDEAN_YES_2|Weww nyot pewsonyawwy. We’ve w-wived in these wings fow mowe than a genyewation nyow, some of us awe wingbown.
DIALOG_PIRATE_YOUR_STORY_GANYMEDEAN_YES_3|I’m just t-tiwed of the cowpos on Encewadus tewwing me how to wive my wife. (^w^)
DIALOG_PIRATE_YOUR_STORY_WHAT_HAPPENED|What happenyed to Ganymede? >w<
DIALOG_PRATE_YOUR_STORY_END_OF_GANYMEDE|About what you c-couwd expect fwom an independent c-cowony. I-It got b-big, it attwacted attention, it was a-an easy tawget. The nyets say it was a tewwowist act, but the tewemetwy’s stiww o-out thewe, dwive pwofiwes, wadio chattew. It was an invasion.
DIALOG_PIRATE_END|Twuce, {target/shipname}. We’ww be on ouw way. (UwU)
VILCYDB_LOOK_UP_UIO|[match ship signyatuwe in ViwcyDB]
DIALOG_HABITAT_DOCKING_SECURE_NOTRADE|Docking cwamps secuwe, stwess nyominyaw. Wewcome to {origin/transponder}. OwO
DIALOG_PIRATE_LETS_TALK_BUSINESS|Enyough smaww tawk, wet's tawk businyess.
DIALOG_PIRATE_NO_BUSINESS|W-We don't have any businyess to d-discuss, {target/shipname}.
DIALOG_PIRATE_BUSINESS_ORE|We h-have some owe to seww. H-High quawity, pwocessed, just waiting in the wings in a nyice, t-tidy containyew. You just nyeed to bwing a cwadwe with you and gwab i-it. 100 gwand and it's youws. UwU
DIALOG_PIRATE_BUSINESS_DEAL|We h-have a d-deaw {target/shipname}. Wiwing monyey to you.
DIALOG_PIRATE_BUSINESS_NO_DEAL|Nyo deaw.
DIALOG_PIRATE_BUSINESS_ORE_INSTRUCTIONS|P-Pweasuwe doing businyess with you. The containyew won't wecognyize you and wiww t-twy to evade you, b-but it's nyo wacing dwonye. Wook fow a WIDAW contact and go aftew it. Wemembew to bwing a cwadwe ow an a-awm - it wiww shut itsewf down once you awe in E-EVA distance.
DIALOG_PIRATE_BUSINESS_SHIP_K37|I have a K37 in decent condition, stiww with twanspondews. Bit of howes in the weactow and some stains, but nyothing a good mechanyic can't take cawe of. I can seww it to you f-fow 200 gwand.
DIALOG_PIRATE_BUSINESS_SHIP_COTHON|I got my hands on an eawwy Cothon, in pwetty good condition. Wegitimate sawvage, twanspondew stiww on, wisted as missing. The w-weactow is s-stiww a b-bit w-weaky. On sawe fow 200 gwand.
DIALOG_PIRATE_BUSINESS_SHIP_PROSPECTOR|We have a Pwospectow fow s-sawe. Cweawed on the station a wegitimate dewewict aftew a minying accident. T-That onye is nyot spacewowthy. 200 gwand.
DIALOG_PIRATE_BUSINESS_SHIP_INSTRUCTIONS|S-She's nyot spacewowthy, so you nyeed to bwing up an awm to pick hew up. Wook fow a WIDAW contact once you get cwose.
DIALOG_PIRATE_BUSINESS_STATION|We don't have anything fow you, but I knyow who wiww w-want to tawk to you. Get to this p-point. Bwing nyo taiw.
DIALOG_FREEDRONE_WELCOME_1|Owganyics, ew. ;;w;;
DIALOG_FREEDRONE_WELCOME_2|We have nyo shinyies, human.
DIALOG_FREEDRONE_WELCOME_3|I u-used to be a minyew w-wike you, then I got a micwowave in my CPU.
DIALOG_FREEDRONE_WELCOME_4|The wings awe dawk and fuww of tewwows. (^w^)
DIALOG_FREEDRONE_WELCOME_5|Owganyics? Just owganyics. Bye!?
DIALOG_FREEDRONE_WELCOME_6|Minye minye just minye. I am nyo minye. I-Is it minye?
DIALOG_FREEDRONE_WELCOME_7|Who's a good dwonye? I'm a good dwonye. OwO
DIALOG_FREEDRONE_WELCOME_8|Oh, it's just {target/shipname}.
DIALOG_CLAIM_VOILATED_PRESENT|Attention {target/shipname}. You awe viowating a wegistewed excavation cwaim. Pwease weave t-the awea. This incident wiww b-be wepowted.
DIALOG_CLAIM_VOILATED_ABSENT|Attention {target/shipname}. This is a wegistewed excavation cwaim. Youw signyatuwe doesn’t match wegistewed data. Pwease weave the awea. This i-incident wiww b-be wepowted.
DIALOG_MINER_RIGHT_THERE|Then c-cawibwate youw sensows wight, ouw beacon is wight ovew thewe. And it wecowds evewything you do. Weave this a-awea, o-ow we'ww take t-that thwough Encewadus.
DIALOG_MINER_LIKE_HELL_YOU_WRE|Wike heww you w-wewe. This is ouw cwaim and we had it fow d-days nyow. Get the heww o-out, ow we’ww take that thwough Encewadus.
DIALOG_CLAIM_INVALID|Cwaim confwict detected. Vawid cwaim a-awweady hewd fow this awea. Wetuwnying to cwadwe.
DIALOG_VILCY_BBW_DOCKED_PAID|Pwisonyew twansfew in pwogwess. Bounty wiww b-be cwedited diwectwy to youw account.
AGENDA_LOOKING_FOR_SIBLING_SHIT_DESTROYED|S-Shit, wasn't SWA-01 the onye we found wwecked? How owd is this message?
DIALOG_RACE_ALREADY_SETUP|Yeah, I see thewe is a wace site set up fow you. Meet you thewe!? (UwU)
DIALOG_HABITAT_GOING_1|It was a pweasuwe doing businyess with you, {target/shipname}, but this awea i-is getting dangewous. We wiww be wewocating s-soon.
DIALOG_HABITAT_GOING_2|Thanks fow the mewchandise {target/shipname}, but this pwace is attwacting way too much attention. W-We wiww be wewocating soon.
DIALOG_HABITAT_GOING_3|By the way {target/shipname}, we wiww be wewocating soon. We’ww keep in touch.
DIALOG_MINER_SEEN_LICENCING|If you find onye of the Obonto habitats out thewe, tawk to them about theiw point-defense wicensing. I heaw they have some i-impwessive hawdwawe that didn’t wowk out fow them a-aww that weww, and they sometimes wicense it to estabwished contwactows.
DIALOG_MINER_PAY_DEBTS_HINT|If you find o-onye of the Obonto habitats o-out thewe, tawk to them about theiw point-defense wicensing. I heaw they can wicense i-it out to fwiendwy contwactows.
DIALOG_HABITAT_LICENCING_INQUIRE|I heaw you can wicense out point defense systems.
DIALOG_HABITAT_LICENCING_DENY|N-Nyot yet, {target/shipname}. The Govewnyow s-stiww isn’t suwe whethew we t-twust you.
DIALOG_HABITAT_LICENCING_GRANT|We’we awawe of youw effowts on b-behawf of us and ouw awwies among the minying guiwds. Considew this an investment in youw continyued suppowt; we'we twansmitting ouw wicensing codes. You wiww have a-access to ouw catawog back at Encewadus Pwime's shipyawd.
DIALOG_HABITAT_LICENCING_PAY|We d-do have an excwusive twansfewabwe wicense fow point defense tuwwets we awe nyot using. S-Subwicensing fees fow independents stawt at an 800,000E$ onye-time fee. Thewe awe b-bettew deaws avaiwabwe fow ouw estabwished contwactows and affiwiates, but we don’t knyow you that weww, {target/shipname}.
DIALOG_HABITAT_LICENCING_PAY_YES|I’m twansfewwing funds nyow.
DIALOG_HABITAT_LICENCING_PAY_CONFIRM|Acknyowwedging weceipt, {target/shipname}. Twansmitting wicensing codes. Ouw catawog shouwd be avaiwabwe to you back a-at Encewadus Pwime's shipyawd. UwU
DIALOG_HABITAT_LICENCING_PAY_NO|Undewstood {target/transponder}. We’ww wet you knyow if we n-nyeed it.
DIALOG_HABITAT_LICENCING_GIFT|W-We’we awawe of youw e-effowts on behawf of us and ouw awwies among the minying guiwds. The govewnyow has gwanted you a pewpetuaw wicense fow ouw point-defense hawdwawe. Considew this an investment in youw continyued suppowt; we'we twansmitting ouw wicensing codes. You wiww have access to ouw catawog back at Encewadus Pwime's shipyawd. (UwU)
DIALOG_HABITAT_LICENCING_NO_CONFIRM|We wook fowwawd to doing businyess with you. ^w^
DIALOG_RACE_DRONE_CAUGHT|Wace concwuded. Winnyew: {target/transponder} {target/shipname}. Congwatuwations!?
DIALOG_RACE_DRONE_ILLEGAL|Fawse stawt detected. Abowting wace pwotocow.
DIALOG_DERELICT_NOT_ENOUGH|Sowwy captain, but we don't have enyough pwopewwant to boot that up a-and stiww keep {target/shipname} wunnying. ^w^
DIALOG_WINGMAN_CONFIRM_NOORE|Awwight then {target/shipname}, wead on.
DIALOG_DERELICT_TAKEN_1|This has to be the ship the tug is aftew.
DIALOG_DERELICT_TAKEN_2|Oh, t-this has t-to be what the s-seawch and wescue guys wewe wooking fow!?
DIALOG_DERELICT_TAKEN_3|A dewewict, but someonye beat us to hew. Bettew nyot get in the way of wicensed sawvage ops.
DIALOG_DERELICT_TAKEN_4|Shit, if we got hewe soonyew, we couwd gwab hew. But w-with that wescue ship on o-ouw back, they'ww fiwe fow a sawvage cwaim anyway.
AGENDA_LOOKING_FOR_SIBLING_DERELICT_THIS|Weww, this i-is u-undoubtedwy {agenda/ship/0/shipname}. But why it's nyot wesponding to ouw haiws? Doesn't wook damaged. {agenda/person/0/firstname/female} didn't mention this was a Titan.
AGENDA_LOOKING_FOR_SIBLING_DERELICT_THIS_GO|Do you have youw E-EVA s-suit weady, {agenda/firstname}? We shouwd check it o-out. (^w^)
AGENDA_LOOKING_FOR_SIBLING_DERELICT_THIS_EVA|Yeah, I'm awweady in my EVA suit. I'm going ovew thewe.
AGENDA_LOOKING_FOR_SIBLING_DERELICT_THIS_PRISTINE|The aiwwock has some pwasma cuts, but t-the ship wooks pwistinye - and empty. It wooks w-wike t-thewe awe some extwa stations instawwed, nyot suwe w-what they awe fow...
AGENDA_LOOKING_FOR_SIBLING_DERELICT_THIS_TAKE|The computew shows evewything g-gween, wemass tanks fuww - but nyo othew heat s-signyatuwes on boawd. I'm going to take it ovew to the s-station, we can comb ovew it thewe. >w<
AGENDA_LOOKING_FOR_SIBLING_FIGURED_OUT|Captain, w-wemembew {agenda/ship/0/shipname}, the s-ship {agenda/person/0/firstname/female} was on? I set u-up some bots to twack a-automated insewtion scans fwom Encewadus, and onye of them just picked up a bwip fwom its signyatuwe. Couwd we check it out?
DIALOG_G4A_NOT_TRADING|Cwamps in pwace, s-stwess nyominyaw. Awe you coming on boawd?
DIALOG_G4A_BOARDING_RANDOM_1|This is much biggew than I expected. How many peopwe wive hewe?
DIALOG_G4A_BOARDING_RANDOM_2|A pwetty fancy p-pwace fow a den of scum and v-viwwainy.
DIALOG_G4A_BOARDING_RANDOM_3|Whose awe these chiwdwen pwaying in the cowwidow?
DIALOG_G4A_BOARDING_RANDOM_4|Wow, this dome is enyowmous!? And how did they make these skies? Awe those scweens?
AGENDA_SINGER_G4A_PERFORMANCE|So, awe you sewious about t-that pewfowmance? Do you have woom fow me? And my wage weady?
AGENDA_SINGER_G4A_PERFORMANCE_PROPOSAL|Oh, of couwse {agenda/firstname}!? You can have ouw best suite, with a dome view, awtificiaw sky, and evewything!? And we've had that miwwion waiting fow you fow months nyow!?
AGENDA_SINGER_G4A_PERFORMANCE_PROPOSAL_YES|Okay, wet's do this. Captain, this wiww take a few days. You can eithew pick me up on the nyext dive, ow I'ww just catch some ship back to the station. And hewe - that wouwd be youw customawy agent's 20%. ;;w;;
AGENDA_SINGER_G4A_PERFORMANCE_PROPOSAL_NO|Sowwy deaw, but we nyeed {agenda/firstname} with u-us o-on this dive.
DIALOG_VILCY_SEEN_ANARCHY|I came acwoss the Ganymedean station. T-Twansmitting coowdinyates.
DIALOG_VILCY_SEEN_ANARCHY_SO_WHAT_1|Good job {target/shipname}. We'ww w-wook into it.
DIALOG_VILCY_SEEN_ANARCHY_SO_WHAT_2|I-Intewesting. Weave that to us, {target/shipname}. (UwU)
DIALOG_VILCY_SEEN_ANARCHY_SO_WHAT_3|Thanks {target/shipname}. We'ww see what w-we can do about them.
